------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format dd/MM/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F25160319
Start Time 15:43:00
Start Date 06/04/2021
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:59:38
Download Date 06/04/2021
Current Memory Address: 0
Current Battery Voltage: 4.13     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.172,-1.016,0.082
-0.176,-1.027,0.098
-0.184,-1.039,0.113
-0.215,-1.051,0.117
-0.258,-1.059,0.105
-0.293,-1.055,0.109
-0.305,-1.059,0.129
-0.309,-1.059,0.133
-0.305,-1.055,0.133
-0.313,-1.059,0.125
-0.324,-1.059,0.109
-0.328,-1.07,0.109
-0.313,-1.102,0.125
-0.27,-1.145,0.125
-0.199,-1.168,0.102
-0.121,-1.191,0.086
-0.043,-1.156,0.055
0.035,-1.148,0.074
0.098,-1.137,0.113
0.16,-1.082,0.141
0.191,-1.027,0.18
0.199,-0.98,0.23
0.176,-0.945,0.266
0.133,-0.918,0.285
0.078,-0.902,0.297
0.027,-0.902,0.305
-0.023,-0.926,0.297
-0.063,-0.973,0.277
-0.086,-1.027,0.273
-0.086,-1.082,0.27
-0.102,-1.113,0.266
-0.113,-1.121,0.25
-0.125,-1.137,0.258
-0.133,-1.148,0.27
-0.137,-1.141,0.27
-0.133,-1.109,0.266
-0.125,-1.074,0.27
-0.117,-1.027,0.254
-0.102,-0.996,0.254
-0.094,-0.977,0.25
-0.086,-0.973,0.266
-0.074,-0.977,0.277
-0.078,-0.973,0.254
-0.086,-0.957,0.242
-0.09,-0.941,0.266
-0.09,-0.922,0.273
-0.102,-0.902,0.27
-0.121,-0.895,0.273
-0.148,-0.895,0.27
-0.172,-0.891,0.254
-0.188,-0.891,0.258
-0.203,-0.887,0.262
-0.207,-0.887,0.281
-0.199,-0.887,0.285
-0.211,-0.879,0.262
-0.211,-0.875,0.258
-0.203,-0.859,0.254
-0.199,-0.855,0.258
-0.191,-0.871,0.281
-0.191,-0.887,0.324
-0.203,-0.887,0.34
-0.227,-0.895,0.328
-0.258,-0.898,0.305
-0.289,-0.898,0.289
-0.309,-0.902,0.316
-0.32,-0.902,0.32
-0.344,-0.887,0.309
-0.348,-0.879,0.309
-0.359,-0.867,0.309
-0.352,-0.871,0.313
-0.332,-0.879,0.316
-0.324,-0.895,0.332
-0.309,-0.918,0.355
-0.301,-0.941,0.363
-0.297,-0.961,0.367
-0.285,-0.988,0.383
-0.293,-1.004,0.371
-0.309,-1.012,0.359
-0.324,-1.012,0.359
-0.344,-1.012,0.371
-0.363,-1.02,0.375
-0.375,-1.023,0.375
-0.387,-1.016,0.379
-0.375,-0.996,0.391
-0.367,-0.965,0.383
-0.355,-0.926,0.387
-0.324,-0.922,0.418
-0.266,-1.008,0.477
-0.215,-1.121,0.453
-0.172,-1.168,0.402
-0.125,-1.125,0.383
-0.074,-1.059,0.359
-0.012,-1.035,0.375
0.039,-1.074,0.379
0.047,-1.168,0.34
0.023,-1.273,0.348
0.012,-1.27,0.352
-0.023,-1.168,0.313
-0.039,-1.012,0.281
-0.035,-0.883,0.289
-0.031,-0.824,0.309
-0.016,-0.816,0.301
0.004,-0.832,0.289
0.012,-0.867,0.238
0.012,-0.914,0.191
0.004,-0.98,0.164
-0.012,-1.043,0.164
-0.008,-1.082,0.168
0.008,-1.078,0.16
0.008,-1.059,0.16
0.012,-1.016,0.172
0.02,-0.988,0.191
0.02,-0.969,0.203
0.027,-0.949,0.23
0.035,-0.941,0.242
0.027,-0.93,0.234
0.012,-0.926,0.234
-0.016,-0.938,0.211
-0.059,-0.957,0.184
-0.074,-0.969,0.18
-0.098,-0.973,0.16
-0.117,-0.98,0.164
-0.133,-0.98,0.176
-0.152,-0.98,0.176
-0.168,-0.977,0.188
-0.176,-0.965,0.188
-0.172,-0.957,0.18
-0.172,-0.949,0.184
-0.176,-0.949,0.191
-0.184,-0.953,0.191
-0.203,-0.953,0.195
-0.223,-0.957,0.184
-0.242,-0.969,0.172
-0.254,-0.977,0.172
-0.262,-0.98,0.168
-0.266,-0.984,0.164
-0.258,-0.977,0.172
-0.258,-0.977,0.16
-0.254,-0.969,0.164
-0.254,-0.961,0.156
-0.258,-0.957,0.133
-0.258,-0.965,0.129
-0.27,-0.98,0.113
-0.27,-0.992,0.098
-0.254,-0.992,0.082
-0.234,-0.973,0.063
-0.211,-0.969,0.066
-0.176,-0.969,0.086
-0.148,-0.98,0.082
-0.121,-0.98,0.082
-0.113,-0.98,0.07
-0.113,-0.973,0.059
-0.141,-0.98,0.051
-0.18,-1.004,0.063
-0.223,-1.023,0.063
-0.254,-1.047,0.059
-0.266,-1.066,0.066
-0.266,-1.078,0.09
-0.273,-1.082,0.121
-0.285,-1.098,0.145
-0.305,-1.105,0.156
-0.309,-1.105,0.16
-0.309,-1.109,0.164
-0.293,-1.113,0.156
-0.273,-1.129,0.148
-0.246,-1.148,0.117
-0.195,-1.168,0.094
-0.113,-1.176,0.07
-0.035,-1.156,0.055
0.059,-1.113,0.031
0.148,-1.09,0.063
0.227,-1.066,0.129
0.273,-1.031,0.211
0.266,-0.996,0.262
0.203,-0.98,0.281
0.133,-0.949,0.277
0.078,-0.945,0.289
0.027,-0.984,0.305
0.008,-1.047,0.316
0.004,-1.117,0.313
-0.016,-1.16,0.313
-0.035,-1.188,0.316
-0.07,-1.211,0.316
-0.105,-1.219,0.309
-0.152,-1.199,0.23
-0.188,-1.145,0.152
-0.188,-1.102,0.152
-0.176,-1.051,0.176
-0.168,-1.008,0.191
-0.168,-0.98,0.207
-0.172,-0.957,0.199
-0.184,-0.953,0.199
-0.191,-0.957,0.219
-0.199,-0.965,0.242
-0.211,-0.961,0.254
-0.211,-0.945,0.258
-0.211,-0.93,0.25
-0.215,-0.895,0.234
-0.215,-0.852,0.25
-0.215,-0.809,0.266
-0.211,-0.773,0.273
-0.199,-0.746,0.277
-0.215,-0.738,0.246
-0.219,-0.723,0.25
-0.223,-0.734,0.258
-0.234,-0.746,0.254
-0.246,-0.762,0.258
-0.262,-0.781,0.254
-0.281,-0.801,0.234
-0.285,-0.82,0.234
-0.301,-0.844,0.242
-0.309,-0.859,0.27
-0.305,-0.883,0.301
-0.309,-0.91,0.316
-0.309,-0.938,0.363
-0.309,-0.98,0.387
-0.313,-1.02,0.391
-0.301,-1.043,0.371
-0.289,-1.047,0.348
-0.27,-1.047,0.34
-0.266,-1.047,0.324
-0.281,-1.055,0.34
-0.309,-1.055,0.371
-0.344,-1.023,0.375
-0.391,-0.992,0.375
-0.438,-0.949,0.371
-0.477,-0.922,0.367
-0.496,-0.898,0.387
-0.477,-0.934,0.438
-0.422,-1.023,0.445
-0.363,-1.098,0.406
-0.289,-1.121,0.383
-0.18,-1.07,0.371
-0.07,-1.035,0.363
0.031,-1.051,0.34
0.078,-1.109,0.309
0.094,-1.254,0.348
0.094,-1.379,0.332
0.074,-1.336,0.27
0.066,-1.164,0.258
0.059,-1.004,0.258
0.027,-0.898,0.254
0.02,-0.832,0.266
0.016,-0.805,0.27
0.008,-0.832,0.258
0.004,-0.891,0.215
-0.012,-0.965,0.188
-0.031,-1.031,0.176
-0.047,-1.074,0.168
-0.051,-1.074,0.156
-0.039,-1.047,0.164
-0.023,-1.02,0.172
-0.004,-0.98,0.18
0.004,-0.957,0.203
0,-0.953,0.227
-0.012,-0.953,0.23
-0.039,-0.949,0.223
-0.078,-0.941,0.199
-0.113,-0.945,0.188
-0.145,-0.949,0.176
-0.172,-0.961,0.172
-0.188,-0.965,0.176
-0.195,-0.98,0.172
-0.191,-0.984,0.176
-0.188,-0.984,0.172
-0.184,-0.984,0.172
-0.18,-0.98,0.172
-0.184,-0.977,0.164
-0.207,-0.973,0.168
-0.219,-0.965,0.164
-0.234,-0.961,0.152
-0.238,-0.961,0.156
-0.23,-0.969,0.152
-0.211,-0.973,0.156
-0.199,-0.977,0.164
-0.195,-0.977,0.164
-0.188,-0.965,0.152
-0.191,-0.945,0.148
-0.207,-0.938,0.145
-0.23,-0.945,0.141
-0.25,-0.953,0.129
-0.254,-0.969,0.133
-0.246,-0.973,0.109
-0.23,-0.984,0.105
-0.207,-0.992,0.09
-0.176,-0.992,0.082
-0.141,-0.992,0.09
-0.109,-0.992,0.09
-0.082,-0.992,0.09
-0.07,-0.984,0.09
-0.07,-0.977,0.078
-0.086,-0.977,0.078
-0.117,-0.98,0.078
-0.156,-1,0.074
-0.203,-1.027,0.082
-0.238,-1.047,0.074
-0.27,-1.059,0.07
-0.285,-1.059,0.086
-0.297,-1.066,0.113
-0.32,-1.078,0.133
-0.344,-1.078,0.129
-0.367,-1.059,0.133
-0.367,-1.055,0.152
-0.359,-1.063,0.152
-0.355,-1.078,0.117
-0.348,-1.105,0.117
-0.316,-1.164,0.129
-0.258,-1.191,0.109
-0.18,-1.199,0.07
-0.082,-1.191,0.031
0.023,-1.188,0.035
0.117,-1.168,0.051
0.195,-1.113,0.086
0.25,-1.047,0.148
0.266,-1,0.227
0.238,-0.969,0.273
0.188,-0.941,0.293
0.125,-0.906,0.293
0.066,-0.887,0.285
0.023,-0.918,0.285
-0.008,-0.98,0.285
-0.031,-1.055,0.277
-0.047,-1.137,0.289
-0.066,-1.18,0.273
-0.102,-1.195,0.25
-0.156,-1.203,0.238
-0.195,-1.191,0.262
-0.223,-1.16,0.258
-0.227,-1.105,0.238
-0.219,-1.059,0.238
-0.207,-1.023,0.262
-0.18,-0.992,0.266
-0.168,-0.961,0.211
-0.156,-0.941,0.195
-0.141,-0.938,0.219
-0.121,-0.934,0.25
-0.125,-0.93,0.254
-0.121,-0.914,0.25
-0.121,-0.898,0.27
-0.133,-0.879,0.27
-0.156,-0.863,0.254
-0.18,-0.828,0.25
-0.199,-0.793,0.258
-0.211,-0.754,0.258
-0.215,-0.738,0.262
-0.207,-0.727,0.262
-0.199,-0.723,0.254
-0.203,-0.723,0.266
-0.203,-0.742,0.289
-0.207,-0.766,0.285
-0.219,-0.781,0.27
-0.238,-0.809,0.273
-0.258,-0.828,0.293
-0.277,-0.863,0.316
-0.305,-0.902,0.332
-0.328,-0.938,0.348
-0.344,-0.965,0.363
-0.359,-0.992,0.367
-0.352,-0.996,0.375
-0.355,-0.984,0.371
-0.352,-0.98,0.348
-0.336,-0.988,0.359
-0.328,-1.012,0.363
-0.336,-1.031,0.359
-0.363,-1.051,0.367
-0.398,-1.051,0.371
-0.426,-1.031,0.383
-0.434,-1.023,0.398
-0.434,-1.063,0.438
-0.406,-1.109,0.461
-0.355,-1.152,0.438
-0.305,-1.199,0.398
-0.219,-1.266,0.391
-0.113,-1.332,0.375
0.008,-1.352,0.367
0.125,-1.34,0.352
0.168,-1.254,0.301
0.125,-1.102,0.289
0.066,-0.973,0.297
0.016,-0.887,0.301
0.004,-0.824,0.301
0,-0.785,0.266
-0.016,-0.781,0.234
-0.012,-0.828,0.234
0,-0.902,0.23
0.023,-0.984,0.207
0.059,-1.059,0.203
0.07,-1.102,0.188
0.059,-1.086,0.148
0.047,-1.031,0.141
0.035,-0.98,0.145
0.027,-0.938,0.156
0.047,-0.922,0.215
0.047,-0.926,0.219
0.031,-0.926,0.203
0.027,-0.922,0.195
0,-0.934,0.188
-0.031,-0.957,0.195
-0.066,-0.977,0.176
-0.098,-0.977,0.152
-0.129,-0.977,0.117
-0.16,-0.977,0.117
-0.176,-0.977,0.125
-0.176,-0.969,0.133
-0.156,-0.969,0.133
-0.141,-0.965,0.148
-0.129,-0.953,0.148
-0.141,-0.949,0.137
-0.156,-0.949,0.133
-0.172,-0.957,0.125
-0.188,-0.961,0.141
-0.203,-0.973,0.129
-0.215,-0.984,0.133
-0.227,-0.988,0.133
-0.23,-0.988,0.137
-0.23,-0.988,0.133
-0.238,-0.984,0.121
-0.242,-0.98,0.105
-0.254,-0.969,0.09
-0.246,-0.965,0.098
-0.23,-0.969,0.098
-0.219,-0.973,0.086
-0.199,-0.98,0.078
-0.191,-0.984,0.055
-0.168,-0.98,0.043
-0.152,-0.98,0.043
-0.137,-0.984,0.063
-0.125,-1,0.063
-0.125,-1,0.059
-0.137,-1,0.059
-0.164,-1.008,0.063
-0.199,-1.027,0.078
-0.254,-1.039,0.078
-0.301,-1.051,0.086
-0.332,-1.059,0.094
-0.344,-1.047,0.109
-0.332,-1.047,0.148
-0.34,-1.078,0.164
-0.344,-1.117,0.168
-0.332,-1.148,0.188
-0.301,-1.16,0.203
-0.246,-1.164,0.184
-0.207,-1.152,0.137
-0.172,-1.148,0.086
-0.125,-1.141,0.043
-0.07,-1.121,0.008
0.016,-1.074,0
0.102,-1.035,0.016
0.18,-1.016,0.086
0.234,-1.012,0.199
0.246,-0.996,0.273
0.215,-1.012,0.305
0.16,-1,0.297
0.098,-1.016,0.281
0.051,-1.066,0.277
0.016,-1.125,0.262
-0.031,-1.168,0.258
-0.078,-1.184,0.273
-0.102,-1.211,0.309
-0.133,-1.234,0.297
-0.16,-1.238,0.281
-0.168,-1.207,0.266
-0.203,-1.148,0.246
-0.238,-1.094,0.223
-0.25,-1.043,0.199
-0.234,-1.008,0.199
-0.207,-0.969,0.188
-0.18,-0.93,0.18
-0.156,-0.914,0.18
-0.129,-0.91,0.207
-0.109,-0.906,0.223
-0.105,-0.891,0.223
-0.105,-0.887,0.234
-0.09,-0.887,0.258
-0.102,-0.879,0.238
-0.113,-0.828,0.23
-0.121,-0.773,0.246
-0.121,-0.727,0.25
-0.121,-0.695,0.254
-0.133,-0.688,0.25
-0.152,-0.688,0.234
-0.16,-0.688,0.25
-0.184,-0.695,0.262
-0.203,-0.715,0.273
-0.227,-0.734,0.277
-0.262,-0.762,0.273
-0.293,-0.781,0.277
-0.32,-0.82,0.297
-0.344,-0.863,0.336
-0.375,-0.918,0.359
-0.398,-0.957,0.391
-0.406,-0.988,0.398
-0.402,-1.012,0.387
-0.375,-1.035,0.375
-0.348,-1.059,0.375
-0.32,-1.086,0.367
-0.309,-1.098,0.363
-0.316,-1.113,0.391
-0.355,-1.129,0.414
-0.434,-1.102,0.383
-0.52,-1.051,0.363
-0.59,-0.996,0.367
-0.652,-0.926,0.352
-0.633,-0.938,0.441
-0.539,-1.059,0.469
-0.445,-1.188,0.414
-0.332,-1.25,0.367
-0.18,-1.223,0.309
0.02,-1.156,0.297
0.223,-1.152,0.34
0.316,-1.234,0.309
0.313,-1.363,0.313
0.285,-1.398,0.363
0.238,-1.27,0.344
0.191,-1.051,0.273
0.164,-0.852,0.219
0.113,-0.723,0.207
0.082,-0.652,0.242
0.027,-0.66,0.258
-0.004,-0.742,0.258
-0.027,-0.859,0.238
-0.043,-1.012,0.227
-0.063,-1.141,0.199
-0.078,-1.176,0.16
-0.07,-1.152,0.145
-0.051,-1.105,0.156
-0.016,-1.039,0.164
0.02,-0.977,0.176
0.047,-0.938,0.195
0.055,-0.922,0.203
0.043,-0.922,0.23
0.027,-0.93,0.238
-0.012,-0.922,0.191
-0.055,-0.914,0.18
-0.094,-0.922,0.148
-0.133,-0.934,0.117
-0.148,-0.949,0.121
-0.152,-0.961,0.141
-0.164,-0.973,0.133
-0.172,-0.973,0.129
-0.18,-0.969,0.129
-0.168,-0.957,0.133
-0.16,-0.945,0.133
-0.152,-0.938,0.152
-0.16,-0.945,0.152
-0.172,-0.949,0.156
-0.188,-0.965,0.164
-0.207,-0.973,0.168
-0.211,-0.969,0.164
-0.211,-0.953,0.141
-0.203,-0.941,0.125
-0.203,-0.938,0.121
-0.211,-0.945,0.121
-0.211,-0.961,0.129
-0.207,-0.965,0.121
-0.191,-0.973,0.133
-0.164,-0.977,0.129
-0.148,-0.977,0.094
-0.129,-0.965,0.066
-0.121,-0.965,0.055
-0.117,-0.977,0.07
-0.121,-0.996,0.082
-0.133,-1.008,0.09
-0.148,-1.039,0.102
-0.164,-1.055,0.102
-0.195,-1.055,0.086
-0.219,-1.059,0.078
-0.25,-1.059,0.086
-0.277,-1.063,0.098
-0.285,-1.07,0.148
-0.313,-1.105,0.184
-0.332,-1.141,0.203
-0.348,-1.16,0.191
-0.348,-1.152,0.188
-0.328,-1.145,0.176
-0.32,-1.156,0.145
-0.277,-1.184,0.125
-0.211,-1.191,0.082
-0.109,-1.141,0.035
-0.004,-1.078,0.027
0.098,-1.023,0.051
0.176,-0.98,0.102
0.219,-0.945,0.203
0.215,-0.953,0.305
0.172,-0.957,0.352
0.09,-0.973,0.344
0.016,-1.004,0.324
-0.027,-1.063,0.305
-0.059,-1.16,0.281
-0.063,-1.211,0.246
-0.063,-1.27,0.266
-0.063,-1.297,0.316
-0.059,-1.301,0.348
-0.074,-1.301,0.316
-0.109,-1.25,0.277
-0.16,-1.172,0.23
-0.203,-1.113,0.219
-0.219,-1.043,0.195
-0.223,-0.98,0.188
-0.203,-0.941,0.191
-0.188,-0.918,0.188
-0.18,-0.895,0.176
-0.16,-0.883,0.195
-0.129,-0.879,0.219
-0.109,-0.871,0.227
-0.113,-0.855,0.219
-0.117,-0.832,0.211
-0.121,-0.824,0.23
-0.121,-0.809,0.25
-0.129,-0.777,0.242
-0.137,-0.754,0.254
-0.145,-0.715,0.281
-0.164,-0.688,0.27
-0.195,-0.668,0.234
-0.219,-0.652,0.223
-0.242,-0.648,0.234
-0.262,-0.66,0.258
-0.273,-0.688,0.293
-0.293,-0.727,0.316
-0.32,-0.766,0.289
-0.355,-0.801,0.238
-0.367,-0.824,0.273
-0.387,-0.863,0.34
-0.391,-0.934,0.406
-0.367,-1.016,0.48
-0.355,-1.094,0.484
-0.34,-1.137,0.438
-0.332,-1.145,0.371
-0.305,-1.156,0.348
-0.289,-1.168,0.359
-0.309,-1.148,0.379
-0.363,-1.098,0.402
-0.438,-1.027,0.406
-0.512,-0.965,0.418
-0.543,-0.945,0.48
-0.504,-1.051,0.563
-0.414,-1.176,0.551
-0.305,-1.254,0.492
-0.188,-1.309,0.391
-0.047,-1.297,0.305
0.141,-1.277,0.32
0.305,-1.32,0.309
0.328,-1.344,0.277
0.273,-1.27,0.301
0.207,-1.168,0.324
0.152,-1.039,0.297
0.145,-0.895,0.258
0.125,-0.773,0.23
0.113,-0.699,0.254
0.086,-0.699,0.254
0.07,-0.75,0.238
0.066,-0.848,0.211
0.043,-0.98,0.191
-0.016,-1.098,0.176
-0.074,-1.156,0.156
-0.109,-1.133,0.141
-0.117,-1.066,0.141
-0.098,-0.988,0.16
-0.07,-0.934,0.195
-0.059,-0.898,0.199
-0.031,-0.895,0.223
-0.023,-0.902,0.246
-0.016,-0.887,0.23
-0.023,-0.879,0.219
-0.031,-0.887,0.227
-0.059,-0.891,0.199
-0.086,-0.902,0.191
-0.109,-0.914,0.18
-0.125,-0.918,0.168
-0.129,-0.914,0.18
-0.145,-0.91,0.164
-0.148,-0.914,0.168
-0.156,-0.922,0.176
-0.164,-0.93,0.184
-0.18,-0.941,0.188
-0.207,-0.953,0.195
-0.25,-0.965,0.176
-0.289,-0.965,0.16
-0.305,-0.961,0.168
-0.324,-0.965,0.164
-0.32,-0.969,0.152
-0.293,-0.973,0.145
-0.277,-0.969,0.113
-0.254,-0.949,0.09
-0.23,-0.938,0.074
-0.203,-0.941,0.078
-0.172,-0.945,0.094
-0.129,-0.953,0.125
-0.098,-0.953,0.125
-0.105,-0.957,0.09
-0.148,-0.969,0.074
-0.223,-0.988,0.055
-0.293,-1.02,0.059
-0.32,-1.051,0.074
-0.32,-1.102,0.102
-0.285,-1.137,0.133
-0.246,-1.156,0.191
-0.223,-1.184,0.258
-0.234,-1.18,0.27
-0.27,-1.18,0.258
-0.305,-1.191,0.207
-0.324,-1.176,0.125
-0.285,-1.207,0.07
-0.172,-1.195,-0.008
-0.012,-1.172,-0.039
0.156,-1.121,-0.023
0.277,-1.07,0.051
0.352,-1.078,0.219
0.379,-1.102,0.383
0.316,-1.09,0.398
0.191,-1.047,0.324
0.074,-1.078,0.336
-0.008,-1.156,0.363
-0.066,-1.199,0.348
-0.125,-1.219,0.328
-0.164,-1.227,0.367
-0.18,-1.246,0.406
-0.188,-1.273,0.402
-0.199,-1.262,0.332
-0.199,-1.184,0.266
-0.195,-1.086,0.215
-0.195,-0.992,0.176
-0.176,-0.918,0.156
-0.16,-0.871,0.164
-0.156,-0.84,0.176
-0.141,-0.816,0.191
-0.129,-0.816,0.219
-0.125,-0.828,0.23
-0.125,-0.836,0.242
-0.141,-0.844,0.242
-0.148,-0.824,0.238
-0.164,-0.824,0.238
-0.176,-0.805,0.234
-0.176,-0.781,0.246
-0.18,-0.766,0.258
-0.176,-0.73,0.262
-0.168,-0.699,0.262
-0.18,-0.66,0.25
-0.184,-0.617,0.254
-0.188,-0.602,0.262
-0.195,-0.586,0.273
-0.211,-0.602,0.316
-0.227,-0.664,0.383
-0.27,-0.758,0.406
-0.332,-0.836,0.375
-0.387,-0.855,0.313
-0.406,-0.875,0.363
-0.367,-0.969,0.48
-0.336,-1.09,0.504
-0.297,-1.168,0.461
-0.25,-1.238,0.406
-0.238,-1.277,0.371
-0.242,-1.266,0.41
-0.297,-1.184,0.41
-0.406,-1.031,0.363
-0.504,-0.934,0.426
-0.539,-1.023,0.563
-0.551,-1.188,0.563
-0.473,-1.313,0.492
-0.332,-1.371,0.402
-0.133,-1.395,0.391
0.117,-1.375,0.367
0.309,-1.359,0.297
0.332,-1.313,0.316
0.277,-1.266,0.391
0.188,-1.191,0.359
0.113,-1.035,0.281
0.09,-0.867,0.234
0.055,-0.762,0.215
0.043,-0.703,0.238
0.055,-0.711,0.25
0.074,-0.77,0.223
0.102,-0.863,0.195
0.117,-0.988,0.18
0.078,-1.078,0.172
0.043,-1.078,0.172
0.035,-1.043,0.16
0.043,-1.02,0.18
0.066,-0.988,0.207
0.063,-0.953,0.199
0.043,-0.93,0.188
0.027,-0.91,0.215
0.012,-0.887,0.242
-0.016,-0.863,0.227
-0.082,-0.828,0.156
-0.145,-0.82,0.133
-0.176,-0.852,0.145
-0.191,-0.887,0.148
-0.195,-0.918,0.148
-0.191,-0.945,0.152
-0.188,-0.965,0.148
-0.18,-0.961,0.152
-0.184,-0.949,0.152
-0.203,-0.938,0.156
-0.215,-0.934,0.168
-0.258,-0.941,0.164
-0.305,-0.949,0.148
-0.336,-0.957,0.148
-0.359,-0.965,0.141
-0.344,-0.973,0.145
-0.32,-0.965,0.125
-0.293,-0.938,0.09
-0.254,-0.918,0.074
-0.207,-0.922,0.059
-0.168,-0.941,0.066
-0.141,-0.965,0.074
-0.125,-0.984,0.063
-0.125,-0.992,0.059
-0.16,-1,0.063
-0.242,-1.008,0.055
-0.336,-1.027,0.055
-0.391,-1.066,0.063
-0.383,-1.113,0.07
-0.332,-1.152,0.121
-0.277,-1.184,0.191
-0.234,-1.215,0.266
-0.219,-1.25,0.305
-0.219,-1.238,0.277
-0.227,-1.207,0.211
-0.207,-1.168,0.125
-0.152,-1.105,0.035
-0.043,-1.07,0
0.086,-1.027,-0.02
0.227,-0.996,0.039
0.328,-0.984,0.152
0.379,-1.004,0.293
0.344,-1.059,0.359
0.266,-1.113,0.34
0.188,-1.156,0.277
0.137,-1.219,0.262
0.07,-1.27,0.258
-0.004,-1.273,0.262
-0.102,-1.289,0.27
-0.164,-1.313,0.301
-0.191,-1.324,0.344
-0.207,-1.277,0.32
-0.215,-1.207,0.273
-0.215,-1.137,0.254
-0.207,-1.082,0.258
-0.211,-1.039,0.238
-0.203,-0.988,0.23
-0.199,-0.941,0.18
-0.195,-0.871,0.148
-0.168,-0.813,0.164
-0.141,-0.766,0.172
-0.125,-0.715,0.176
-0.105,-0.676,0.191
-0.094,-0.664,0.207
-0.09,-0.656,0.211
-0.098,-0.637,0.199
-0.105,-0.613,0.211
-0.113,-0.609,0.238
-0.133,-0.609,0.246
-0.172,-0.582,0.242
-0.203,-0.559,0.254
-0.23,-0.547,0.285
-0.273,-0.563,0.324
-0.316,-0.625,0.359
-0.355,-0.723,0.406
-0.398,-0.828,0.445
-0.453,-0.898,0.379
-0.48,-0.926,0.355
-0.383,-1,0.445
-0.273,-1.133,0.488
-0.203,-1.266,0.477
-0.148,-1.383,0.414
-0.176,-1.422,0.398
-0.234,-1.32,0.434
-0.348,-1.125,0.43
-0.465,-0.949,0.426
-0.512,-0.91,0.539
-0.535,-1.047,0.602
-0.496,-1.238,0.551
-0.398,-1.387,0.434
-0.238,-1.426,0.332
0.02,-1.387,0.328
0.246,-1.406,0.301
0.285,-1.441,0.32
0.242,-1.387,0.348
0.188,-1.301,0.359
0.117,-1.117,0.289
0.098,-0.895,0.234
0.082,-0.742,0.242
0.066,-0.641,0.254
0.066,-0.613,0.258
0.082,-0.656,0.23
0.105,-0.766,0.191
0.113,-0.922,0.164
0.082,-1.07,0.164
0.066,-1.117,0.199
0.063,-1.105,0.191
0.074,-1.047,0.156
0.09,-0.973,0.168
0.09,-0.922,0.188
0.078,-0.898,0.207
0.063,-0.875,0.195
0.031,-0.855,0.18
-0.012,-0.852,0.176
-0.07,-0.867,0.172
-0.121,-0.875,0.172
-0.172,-0.879,0.16
-0.219,-0.887,0.156
-0.25,-0.898,0.156
-0.266,-0.914,0.156
-0.281,-0.922,0.148
-0.285,-0.93,0.152
-0.273,-0.922,0.16
-0.273,-0.914,0.164
-0.27,-0.914,0.152
-0.273,-0.926,0.16
-0.289,-0.945,0.176
-0.313,-0.965,0.152
-0.316,-0.969,0.152
-0.297,-0.973,0.156
-0.266,-0.957,0.148
-0.223,-0.938,0.117
-0.188,-0.914,0.09
-0.145,-0.914,0.082
-0.113,-0.93,0.102
-0.082,-0.949,0.121
-0.094,-0.969,0.098
-0.168,-0.988,0.074
-0.293,-1.008,0.051
-0.41,-1.043,0.055
-0.48,-1.078,0.078
-0.512,-1.105,0.102
-0.492,-1.129,0.133
-0.418,-1.168,0.199
-0.336,-1.238,0.277
-0.27,-1.309,0.297
-0.246,-1.301,0.215
-0.223,-1.242,0.113
-0.172,-1.211,0.047
-0.066,-1.18,-0.008
0.066,-1.148,-0.031
0.188,-1.105,-0.02
0.281,-1.066,0.063
0.34,-1.039,0.227
0.32,-1.086,0.398
0.375,-1.113,0.504
0.273,-1.102,0.406
0.129,-1.168,0.32
0.059,-1.227,0.324
-0.008,-1.258,0.313
-0.094,-1.258,0.293
-0.168,-1.285,0.328
-0.215,-1.336,0.359
-0.25,-1.34,0.336
-0.262,-1.281,0.293
-0.27,-1.184,0.262
-0.254,-1.086,0.246
-0.23,-1,0.223
-0.223,-0.953,0.211
-0.207,-0.891,0.195
-0.18,-0.82,0.191
-0.152,-0.77,0.188
-0.137,-0.727,0.203
-0.125,-0.695,0.223
-0.129,-0.672,0.227
-0.137,-0.648,0.211
-0.133,-0.648,0.227
-0.133,-0.637,0.227
-0.145,-0.625,0.23
-0.145,-0.602,0.227
-0.148,-0.57,0.227
-0.152,-0.559,0.23
-0.168,-0.531,0.266
-0.176,-0.496,0.297
-0.207,-0.508,0.32
-0.234,-0.566,0.359
-0.289,-0.641,0.426
-0.336,-0.738,0.508
-0.406,-0.836,0.5
-0.473,-0.91,0.43
-0.434,-0.996,0.383
-0.316,-1.18,0.445
-0.203,-1.398,0.555
-0.141,-1.559,0.523
-0.172,-1.527,0.449
-0.199,-1.32,0.473
-0.27,-1.074,0.473
-0.313,-0.953,0.516
-0.309,-1.012,0.652
-0.34,-1.234,0.621
-0.328,-1.453,0.559
-0.238,-1.629,0.457
-0.086,-1.621,0.375
0.184,-1.492,0.32
0.301,-1.359,0.238
0.203,-1.137,0.266
0.129,-1.039,0.289
0.086,-0.969,0.277
0.059,-0.867,0.246
0.047,-0.781,0.242
0.027,-0.723,0.242
0.043,-0.719,0.234
0.082,-0.777,0.195
0.117,-0.863,0.172
0.133,-0.973,0.168
0.105,-1.051,0.172
