------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format dd/MM/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F25160319
Start Time 15:43:00
Start Date 06/04/2021
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:59:38
Download Date 06/04/2021
Current Memory Address: 0
Current Battery Voltage: 4.13     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.203,-0.758,0.051
0.191,-0.816,0.051
0.172,-0.859,0.059
0.141,-0.887,0.07
0.082,-0.914,0.078
0.043,-0.93,0.098
0.031,-0.938,0.137
-0.063,-0.957,0.074
-0.172,-0.965,0.016
-0.207,-0.969,0.035
-0.223,-0.957,0.059
-0.23,-0.953,0.074
-0.25,-0.949,0.086
-0.254,-0.957,0.098
-0.246,-0.984,0.117
-0.234,-1.004,0.129
-0.215,-1.016,0.137
-0.188,-1.023,0.141
-0.18,-1.012,0.121
-0.176,-1.008,0.082
-0.184,-0.996,0.055
-0.195,-0.98,0.051
-0.219,-0.988,0.07
-0.246,-1.027,0.105
-0.254,-1.063,0.125
-0.27,-1.063,0.125
-0.332,-1.047,0.117
-0.391,-1.023,0.105
-0.453,-1.008,0.105
-0.449,-1.016,0.164
-0.398,-1.063,0.266
-0.32,-1.152,0.348
-0.23,-1.223,0.398
-0.121,-1.23,0.367
-0.027,-1.156,0.191
0.027,-1.031,-0.004
0.094,-0.941,-0.066
0.203,-0.918,-0.039
0.316,-0.977,0.051
0.43,-1.109,0.238
0.547,-1.293,0.41
0.57,-1.406,0.383
0.5,-1.461,0.223
0.441,-1.5,0.176
0.332,-1.48,0.215
0.129,-1.434,0.266
-0.074,-1.402,0.305
-0.223,-1.367,0.328
-0.301,-1.332,0.367
-0.324,-1.266,0.383
-0.355,-1.203,0.352
-0.289,-1.117,0.332
-0.207,-1.043,0.262
-0.145,-0.969,0.195
-0.109,-0.867,0.156
-0.09,-0.813,0.16
-0.07,-0.719,0.156
-0.063,-0.656,0.16
-0.066,-0.652,0.16
-0.047,-0.598,0.168
-0.066,-0.57,0.168
-0.109,-0.602,0.199
-0.133,-0.613,0.219
-0.141,-0.594,0.234
-0.156,-0.582,0.238
-0.176,-0.566,0.238
-0.195,-0.547,0.23
-0.211,-0.512,0.238
-0.227,-0.48,0.254
-0.223,-0.461,0.289
-0.227,-0.504,0.336
-0.262,-0.609,0.363
-0.293,-0.727,0.41
-0.328,-0.863,0.457
-0.375,-0.977,0.457
-0.332,-1.086,0.461
-0.23,-1.203,0.484
-0.113,-1.363,0.52
-0.066,-1.551,0.508
-0.086,-1.574,0.461
-0.152,-1.434,0.469
-0.293,-1.238,0.465
-0.426,-1.055,0.492
-0.461,-1.066,0.598
-0.449,-1.23,0.539
-0.43,-1.301,0.422
-0.262,-1.281,0.367
0.047,-1.309,0.41
0.383,-1.512,0.41
0.516,-1.703,0.246
0.438,-1.621,0.23
0.348,-1.371,0.238
0.219,-1.066,0.184
0.148,-0.777,0.121
0.117,-0.578,0.16
0.113,-0.551,0.234
0.121,-0.563,0.223
0.148,-0.625,0.18
0.172,-0.785,0.137
0.195,-0.973,0.102
0.207,-1.137,0.137
0.207,-1.176,0.168
0.234,-1.109,0.156
0.246,-1.043,0.137
0.234,-1.004,0.137
0.203,-0.945,0.117
0.168,-0.887,0.102
0.141,-0.863,0.121
0.105,-0.852,0.117
0.043,-0.855,0.105
-0.031,-0.875,0.094
-0.066,-0.91,0.113
-0.117,-0.938,0.094
-0.152,-0.949,0.066
-0.16,-0.945,0.078
-0.172,-0.941,0.09
-0.199,-0.938,0.105
-0.23,-0.945,0.129
-0.27,-0.949,0.137
-0.297,-0.961,0.137
-0.324,-0.969,0.133
-0.34,-0.969,0.133
-0.371,-0.973,0.137
-0.402,-0.988,0.16
-0.375,-0.969,0.172
-0.344,-0.957,0.152
-0.328,-0.938,0.098
-0.293,-0.906,0.059
-0.25,-0.891,0.043
-0.219,-0.906,0.043
-0.203,-0.938,0.063
-0.168,-0.98,0.086
-0.207,-1,0.063
-0.313,-1.004,0.035
-0.402,-0.996,0.039
-0.453,-1,0.074
-0.453,-1.031,0.172
-0.402,-1.074,0.281
-0.316,-1.117,0.363
-0.238,-1.152,0.375
-0.18,-1.191,0.32
-0.133,-1.223,0.219
-0.086,-1.254,0.141
0.02,-1.254,0.082
0.078,-1.27,-0.027
0.219,-1.219,-0.047
0.406,-1.125,0.07
0.52,-1.109,0.238
0.496,-1.176,0.367
0.43,-1.172,0.434
0.352,-1.188,0.441
0.215,-1.242,0.379
0.086,-1.277,0.336
0.004,-1.328,0.355
-0.082,-1.344,0.355
-0.16,-1.336,0.379
-0.246,-1.363,0.375
-0.285,-1.367,0.379
-0.254,-1.281,0.387
-0.273,-1.172,0.289
-0.254,-1.004,0.199
-0.215,-0.867,0.16
-0.18,-0.785,0.156
-0.16,-0.727,0.191
-0.164,-0.703,0.207
-0.176,-0.68,0.188
-0.148,-0.645,0.191
-0.117,-0.617,0.223
-0.125,-0.625,0.23
-0.129,-0.641,0.238
-0.133,-0.668,0.258
-0.137,-0.68,0.273
-0.129,-0.656,0.27
-0.152,-0.633,0.254
-0.188,-0.613,0.262
-0.215,-0.586,0.246
-0.23,-0.57,0.227
-0.234,-0.598,0.293
-0.207,-0.699,0.426
-0.23,-0.816,0.434
-0.273,-0.883,0.355
-0.293,-0.93,0.352
-0.301,-0.996,0.398
-0.285,-1.063,0.414
-0.254,-1.129,0.41
-0.219,-1.23,0.461
-0.246,-1.301,0.426
-0.277,-1.266,0.387
-0.305,-1.172,0.391
-0.336,-1.109,0.402
-0.375,-1.105,0.477
-0.402,-1.141,0.484
-0.441,-1.219,0.484
-0.406,-1.281,0.48
-0.289,-1.262,0.387
-0.145,-1.203,0.355
0.031,-1.203,0.328
0.137,-1.227,0.262
0.172,-1.207,0.313
0.133,-1.156,0.285
0.07,-1.063,0.281
0.008,-0.98,0.246
-0.059,-0.918,0.199
-0.102,-0.879,0.176
-0.117,-0.879,0.199
-0.09,-0.918,0.211
-0.027,-0.973,0.199
0.051,-0.996,0.18
0.09,-1.012,0.145
0.102,-1.016,0.148
0.125,-1.008,0.168
0.129,-0.969,0.145
0.129,-0.938,0.145
0.129,-0.961,0.164
0.098,-0.984,0.148
0.059,-0.984,0.137
0.023,-0.977,0.137
-0.02,-0.973,0.125
-0.051,-0.949,0.129
-0.086,-0.941,0.152
-0.129,-0.922,0.16
-0.16,-0.898,0.172
-0.164,-0.891,0.207
-0.156,-0.891,0.195
-0.18,-0.922,0.195
-0.199,-0.949,0.211
-0.219,-0.965,0.227
-0.25,-0.949,0.23
-0.301,-0.945,0.207
-0.375,-0.938,0.176
-0.402,-0.934,0.18
-0.406,-0.93,0.18
-0.391,-0.938,0.176
-0.355,-0.949,0.168
-0.32,-0.965,0.137
-0.285,-0.984,0.102
-0.254,-0.996,0.094
-0.23,-1,0.098
-0.195,-1,0.102
-0.148,-0.992,0.133
-0.113,-0.969,0.152
-0.07,-0.941,0.133
-0.031,-0.918,0.094
0.02,-0.949,0.098
0.125,-1.012,0.145
0.199,-1.07,0.133
0.215,-1.156,0.066
0.195,-1.23,0.02
0.164,-1.266,-0.039
0.105,-1.289,-0.09
0.07,-1.301,-0.063
0.07,-1.281,0.031
0.07,-1.23,0.09
0.059,-1.172,0.117
0.063,-1.113,0.148
0.063,-1.063,0.164
0.074,-1.035,0.184
0.137,-1.023,0.215
0.172,-1.004,0.219
0.188,-0.973,0.215
0.184,-0.949,0.23
0.133,-0.977,0.203
0.086,-1.039,0.207
0.023,-1.109,0.227
-0.047,-1.164,0.23
-0.094,-1.18,0.242
-0.148,-1.148,0.25
-0.188,-1.098,0.27
-0.184,-1.051,0.289
-0.164,-1.008,0.281
-0.117,-0.949,0.285
-0.051,-0.898,0.305
0,-0.867,0.316
0.039,-0.836,0.328
0.059,-0.809,0.324
0.059,-0.789,0.328
0.039,-0.785,0.336
0.012,-0.781,0.348
-0.023,-0.785,0.355
-0.051,-0.785,0.363
-0.074,-0.785,0.363
-0.086,-0.773,0.367
-0.09,-0.762,0.371
-0.086,-0.75,0.371
-0.074,-0.738,0.367
-0.07,-0.746,0.375
-0.063,-0.762,0.391
-0.059,-0.781,0.418
-0.059,-0.801,0.445
-0.063,-0.824,0.449
-0.066,-0.848,0.434
-0.082,-0.871,0.426
-0.078,-0.902,0.406
-0.051,-0.957,0.391
-0.012,-1.023,0.367
0.035,-1.066,0.348
0.066,-1.09,0.32
0.07,-1.113,0.309
0.051,-1.137,0.367
0.008,-1.168,0.477
-0.059,-1.164,0.586
-0.137,-1.16,0.668
-0.203,-1.125,0.621
-0.227,-1.098,0.559
-0.168,-1.098,0.527
-0.082,-1.109,0.465
-0.023,-1.059,0.406
0.07,-0.965,0.402
0.176,-0.906,0.391
0.246,-0.879,0.305
0.281,-0.953,0.242
0.281,-1.129,0.246
0.258,-1.336,0.238
0.219,-1.449,0.176
0.234,-1.422,0.207
0.176,-1.289,0.152
0.027,-1.102,0.055
-0.027,-0.875,0.078
-0.055,-0.758,0.16
-0.105,-0.793,0.195
-0.113,-0.883,0.195
-0.055,-0.957,0.215
0.012,-1.035,0.188
0.063,-1.063,0.133
0.113,-1.059,0.098
0.125,-1.051,0.082
0.109,-1.039,0.09
0.059,-1.027,0.105
0.02,-1.012,0.141
-0.004,-0.984,0.164
-0.016,-0.949,0.16
-0.004,-0.93,0.156
0.02,-0.926,0.168
0.047,-0.941,0.176
0.051,-0.945,0.164
0.043,-0.953,0.16
0.023,-0.953,0.137
-0.016,-0.953,0.133
-0.051,-0.965,0.156
-0.074,-0.977,0.156
-0.098,-0.973,0.148
-0.109,-0.977,0.16
-0.117,-0.984,0.16
-0.121,-0.98,0.148
-0.125,-0.98,0.145
-0.137,-0.973,0.137
-0.148,-0.973,0.141
-0.156,-0.992,0.145
-0.172,-1.004,0.156
-0.18,-1.008,0.16
-0.188,-0.992,0.168
-0.188,-0.977,0.168
-0.18,-0.961,0.176
-0.172,-0.957,0.172
-0.168,-0.949,0.168
-0.184,-0.945,0.152
-0.211,-0.961,0.152
-0.223,-0.973,0.156
-0.227,-0.977,0.148
-0.234,-0.977,0.141
-0.25,-0.98,0.133
-0.234,-0.988,0.125
-0.211,-0.988,0.113
-0.184,-0.98,0.098
-0.168,-0.969,0.074
-0.16,-0.98,0.094
-0.16,-0.996,0.102
-0.176,-0.996,0.074
-0.176,-0.988,0.082
-0.18,-1,0.086
-0.195,-1.012,0.055
-0.207,-1.031,0.027
-0.215,-1.039,0.008
-0.223,-1.035,0.008
-0.238,-1.047,0.039
-0.25,-1.059,0.043
-0.266,-1.051,0.039
-0.281,-1.039,0.023
-0.289,-1.02,0
-0.293,-1.004,-0.012
-0.293,-0.988,-0.016
-0.285,-0.973,-0.047
-0.285,-0.969,-0.07
-0.293,-0.973,-0.086
-0.305,-0.969,-0.098
-0.305,-0.969,-0.09
-0.281,-0.977,-0.027
-0.246,-0.996,0.039
-0.188,-1.031,0.133
-0.098,-1.063,0.215
-0.023,-1.074,0.223
0.02,-1.055,0.199
0.012,-1.059,0.223
-0.051,-1.117,0.203
-0.125,-1.211,0.184
-0.141,-1.305,0.188
-0.109,-1.363,0.219
-0.035,-1.391,0.285
0.02,-1.332,0.305
0.043,-1.227,0.328
0.047,-1.137,0.387
0.031,-1.055,0.434
-0.012,-0.973,0.512
-0.047,-0.91,0.563
-0.113,-0.875,0.527
-0.184,-0.867,0.516
-0.215,-0.891,0.559
-0.246,-0.941,0.535
-0.277,-0.977,0.484
-0.258,-1.016,0.457
-0.242,-1.055,0.414
-0.203,-1.07,0.387
-0.152,-1.051,0.367
-0.109,-1,0.371
-0.09,-0.953,0.422
-0.074,-0.91,0.449
-0.074,-0.859,0.414
-0.09,-0.816,0.387
-0.098,-0.797,0.398
-0.102,-0.801,0.387
-0.094,-0.828,0.445
-0.055,-0.859,0.484
-0.051,-0.832,0.328
-0.043,-0.809,0.258
-0.031,-0.805,0.277
-0.035,-0.805,0.27
-0.031,-0.82,0.273
-0.027,-0.844,0.297
-0.047,-0.879,0.324
-0.074,-0.926,0.359
-0.098,-0.973,0.391
-0.109,-1.02,0.422
-0.094,-1.051,0.449
-0.078,-1.055,0.406
-0.066,-1.023,0.316
-0.031,-0.992,0.289
0.02,-0.984,0.305
0.051,-0.973,0.305
0.07,-0.965,0.301
0.098,-0.969,0.305
0.121,-0.984,0.305
0.137,-0.992,0.305
0.141,-0.988,0.305
0.145,-0.973,0.301
0.141,-0.961,0.285
0.117,-0.949,0.254
0.078,-0.945,0.219
0.043,-0.945,0.203
0.012,-0.961,0.176
-0.004,-0.992,0.152
-0.016,-1.012,0.129
-0.02,-1.035,0.117
-0.02,-1.043,0.105
-0.016,-1.051,0.102
-0.008,-1.055,0.102
-0.004,-1.035,0.086
0.004,-1.012,0.066
0.02,-1,0.066
0.047,-0.992,0.078
0.086,-0.98,0.102
0.117,-0.949,0.059
0.141,-0.918,0.035
0.172,-0.914,0.039
0.172,-0.906,0
0.23,-1.008,0.043
0.301,-1.203,0.043
0.301,-1.359,0.02
0.34,-1.43,0.105
0.32,-1.383,0.117
0.199,-1.211,0.082
0.109,-1.055,0.18
0.047,-0.984,0.215
-0.055,-0.91,0.141
-0.094,-0.859,0.199
-0.063,-0.895,0.32
-0.109,-0.895,0.188
-0.133,-0.895,0.129
-0.117,-0.938,0.156
-0.133,-0.961,0.137
-0.16,-0.996,0.18
-0.176,-1.055,0.227
-0.207,-1.078,0.238
-0.227,-1.066,0.238
-0.215,-1.031,0.242
-0.191,-0.988,0.246
-0.16,-0.965,0.227
-0.137,-0.938,0.176
-0.102,-0.918,0.168
-0.055,-0.914,0.164
-0.02,-0.914,0.152
-0.008,-0.922,0.141
-0.027,-0.926,0.129
-0.066,-0.938,0.113
-0.121,-0.945,0.105
-0.164,-0.961,0.109
-0.207,-0.98,0.121
-0.246,-0.996,0.129
-0.266,-1.023,0.152
-0.273,-1.059,0.188
-0.258,-1.086,0.23
-0.223,-1.094,0.238
-0.188,-1.082,0.238
-0.164,-1.039,0.219
-0.148,-1.004,0.207
-0.156,-0.98,0.207
-0.18,-0.98,0.195
-0.219,-0.992,0.191
-0.234,-1.004,0.203
-0.242,-1.02,0.223
-0.23,-1.016,0.227
-0.195,-1.012,0.238
-0.117,-0.988,0.27
-0.047,-0.965,0.293
-0.07,-0.953,0.316
-0.172,-0.969,0.328
-0.297,-1,0.332
-0.352,-1.016,0.32
-0.301,-1.004,0.313
-0.199,-0.988,0.293
-0.094,-0.973,0.285
0.012,-0.953,0.285
0.102,-0.93,0.281
0.133,-0.902,0.266
0.105,-0.887,0.297
0.063,-0.883,0.32
0.012,-0.879,0.332
-0.039,-0.879,0.359
-0.086,-0.898,0.387
-0.102,-0.914,0.395
-0.082,-0.93,0.398
-0.043,-0.941,0.391
0.004,-0.961,0.387
0.039,-0.969,0.438
0.066,-0.973,0.457
0.055,-0.953,0.367
0.031,-0.91,0.32
0.016,-0.891,0.328
-0.016,-0.879,0.316
-0.059,-0.879,0.309
-0.102,-0.883,0.324
-0.141,-0.895,0.332
-0.16,-0.895,0.352
-0.156,-0.902,0.348
-0.137,-0.926,0.359
-0.117,-0.953,0.383
-0.094,-0.98,0.391
-0.07,-0.973,0.371
-0.043,-0.953,0.352
-0.023,-0.91,0.352
0.004,-0.898,0.363
0.008,-0.906,0.391
0.012,-0.91,0.402
0.008,-0.91,0.402
-0.012,-0.895,0.414
-0.039,-0.863,0.426
-0.055,-0.836,0.426
-0.063,-0.809,0.414
-0.059,-0.781,0.426
-0.043,-0.773,0.438
-0.039,-0.789,0.465
-0.059,-0.832,0.492
-0.063,-0.871,0.496
-0.066,-0.879,0.496
-0.063,-0.875,0.508
-0.063,-0.875,0.523
-0.063,-0.855,0.527
-0.074,-0.844,0.531
-0.094,-0.855,0.563
-0.102,-0.883,0.586
-0.117,-0.906,0.598
-0.125,-0.918,0.633
-0.121,-0.93,0.648
-0.125,-0.918,0.633
-0.125,-0.883,0.602
-0.125,-0.824,0.559
-0.129,-0.766,0.527
-0.129,-0.734,0.512
-0.133,-0.742,0.52
-0.117,-0.777,0.531
-0.09,-0.805,0.523
-0.055,-0.828,0.512
-0.012,-0.84,0.496
0.02,-0.824,0.477
0.039,-0.805,0.465
0.043,-0.793,0.457
0.043,-0.816,0.449
0.051,-0.84,0.461
0.059,-0.859,0.457
0.066,-0.855,0.449
0.074,-0.844,0.445
0.07,-0.848,0.457
0.066,-0.867,0.48
0.039,-0.898,0.488
0,-0.922,0.484
-0.063,-0.934,0.492
-0.137,-0.953,0.508
-0.219,-0.984,0.543
-0.301,-1.012,0.586
-0.383,-1.031,0.617
-0.449,-1.043,0.633
-0.484,-1.059,0.621
-0.465,-1.043,0.59
-0.387,-0.961,0.57
-0.32,-0.855,0.535
-0.344,-0.836,0.539
-0.43,-0.891,0.566
-0.523,-0.949,0.574
-0.594,-0.977,0.566
-0.605,-1.027,0.617
-0.594,-1.117,0.719
-0.59,-1.184,0.766
-0.578,-1.137,0.711
-0.531,-1.031,0.641
-0.508,-0.941,0.613
-0.539,-0.902,0.652
-0.609,-0.926,0.719
-0.699,-0.965,0.766
-0.773,-0.965,0.773
-0.836,-0.91,0.746
-0.867,-0.84,0.703
-0.859,-0.77,0.668
-0.809,-0.695,0.672
-0.758,-0.621,0.672
-0.711,-0.602,0.668
-0.664,-0.605,0.672
-0.625,-0.594,0.664
-0.582,-0.566,0.641
-0.539,-0.535,0.625
-0.496,-0.531,0.633
-0.477,-0.523,0.633
-0.484,-0.496,0.605
-0.516,-0.473,0.578
-0.543,-0.473,0.574
-0.57,-0.5,0.609
-0.598,-0.57,0.66
-0.621,-0.637,0.703
-0.652,-0.656,0.711
-0.664,-0.648,0.707
-0.656,-0.629,0.699
-0.641,-0.609,0.691
-0.621,-0.598,0.664
-0.609,-0.598,0.648
-0.605,-0.598,0.633
-0.617,-0.59,0.641
-0.633,-0.586,0.637
-0.648,-0.543,0.617
-0.66,-0.523,0.641
-0.605,-0.629,0.711
-0.621,-0.625,0.676
-0.617,-0.59,0.656
-0.602,-0.574,0.68
-0.594,-0.563,0.711
-0.594,-0.559,0.711
-0.598,-0.555,0.676
-0.598,-0.551,0.664
-0.605,-0.566,0.676
-0.621,-0.57,0.684
-0.641,-0.555,0.691
-0.645,-0.527,0.707
-0.645,-0.508,0.715
-0.648,-0.488,0.703
-0.637,-0.461,0.695
-0.633,-0.453,0.695
-0.648,-0.441,0.699
-0.66,-0.434,0.703
-0.66,-0.41,0.703
-0.66,-0.391,0.699
-0.668,-0.383,0.707
-0.676,-0.406,0.758
-0.668,-0.406,0.789
-0.664,-0.402,0.785
-0.66,-0.395,0.746
-0.656,-0.375,0.723
-0.652,-0.375,0.703
-0.652,-0.395,0.695
-0.648,-0.434,0.691
-0.641,-0.504,0.719
-0.625,-0.52,0.742
-0.613,-0.488,0.719
-0.617,-0.461,0.684
-0.637,-0.496,0.688
-0.664,-0.535,0.699
-0.68,-0.566,0.715
-0.688,-0.609,0.742
-0.68,-0.637,0.754
-0.66,-0.641,0.746
-0.637,-0.625,0.734
-0.613,-0.609,0.723
-0.59,-0.586,0.711
-0.57,-0.563,0.688
-0.566,-0.535,0.676
-0.551,-0.488,0.68
-0.547,-0.418,0.668
-0.574,-0.367,0.637
-0.594,-0.387,0.641
-0.605,-0.449,0.68
-0.609,-0.523,0.719
-0.605,-0.594,0.738
-0.602,-0.637,0.75
-0.598,-0.641,0.734
-0.59,-0.621,0.723
-0.578,-0.598,0.711
-0.566,-0.594,0.723
-0.551,-0.602,0.75
-0.543,-0.586,0.754
-0.551,-0.563,0.73
-0.566,-0.555,0.727
-0.574,-0.555,0.73
-0.598,-0.555,0.719
-0.617,-0.547,0.715
-0.641,-0.523,0.723
-0.637,-0.492,0.727
-0.625,-0.473,0.719
-0.621,-0.469,0.719
-0.609,-0.473,0.715
-0.602,-0.469,0.684
-0.59,-0.469,0.66
-0.594,-0.48,0.676
-0.582,-0.496,0.703
-0.59,-0.508,0.719
-0.586,-0.5,0.707
-0.578,-0.477,0.672
-0.57,-0.445,0.652
-0.566,-0.438,0.664
-0.563,-0.453,0.691
-0.59,-0.504,0.711
-0.59,-0.531,0.711
-0.602,-0.539,0.695
-0.672,-0.543,0.664
-0.68,-0.551,0.699
-0.551,-0.555,0.773
-0.48,-0.637,0.793
-0.488,-0.746,0.805
-0.5,-0.777,0.801
-0.527,-0.762,0.773
-0.531,-0.707,0.777
-0.531,-0.652,0.773
-0.527,-0.605,0.734
-0.527,-0.574,0.707
-0.535,-0.555,0.707
-0.555,-0.547,0.703
-0.57,-0.535,0.688
-0.582,-0.543,0.68
-0.582,-0.551,0.668
-0.59,-0.566,0.672
-0.59,-0.574,0.676
-0.586,-0.574,0.684
-0.582,-0.574,0.68
-0.574,-0.574,0.688
-0.57,-0.578,0.703
-0.563,-0.582,0.707
-0.563,-0.59,0.707
-0.563,-0.586,0.699
-0.555,-0.586,0.715
-0.555,-0.59,0.727
-0.555,-0.59,0.727
-0.559,-0.59,0.73
-0.566,-0.59,0.723
-0.559,-0.586,0.727
-0.543,-0.578,0.734
-0.535,-0.57,0.734
-0.52,-0.566,0.742
-0.508,-0.563,0.742
-0.5,-0.566,0.742
-0.496,-0.563,0.746
-0.496,-0.559,0.746
-0.496,-0.559,0.754
-0.504,-0.555,0.75
-0.512,-0.551,0.754
-0.52,-0.543,0.75
-0.527,-0.547,0.738
-0.531,-0.551,0.734
-0.539,-0.551,0.723
-0.551,-0.555,0.723
-0.563,-0.559,0.719
-0.57,-0.563,0.719
-0.578,-0.559,0.719
-0.586,-0.559,0.715
-0.582,-0.555,0.711
-0.582,-0.551,0.707
-0.582,-0.555,0.703
-0.578,-0.551,0.707
-0.582,-0.547,0.707
-0.586,-0.551,0.707
-0.594,-0.559,0.707
-0.594,-0.555,0.707
-0.594,-0.559,0.707
-0.59,-0.559,0.707
-0.59,-0.555,0.711
-0.59,-0.555,0.711
-0.586,-0.551,0.711
-0.582,-0.555,0.707
-0.582,-0.559,0.707
-0.574,-0.559,0.715
-0.57,-0.559,0.719
-0.57,-0.559,0.711
-0.566,-0.559,0.707
-0.57,-0.555,0.699
-0.57,-0.555,0.703
-0.574,-0.555,0.707
-0.582,-0.563,0.711
-0.59,-0.566,0.719
-0.59,-0.566,0.723
-0.59,-0.566,0.719
-0.582,-0.57,0.719
-0.582,-0.574,0.719
-0.578,-0.57,0.715
-0.574,-0.566,0.715
-0.57,-0.559,0.711
-0.57,-0.555,0.711
-0.578,-0.555,0.711
-0.578,-0.559,0.719
-0.586,-0.559,0.719
-0.578,-0.563,0.715
-0.578,-0.559,0.711
-0.582,-0.559,0.711
-0.574,-0.559,0.711
-0.574,-0.559,0.711
-0.574,-0.559,0.711
-0.578,-0.566,0.711
-0.578,-0.566,0.707
-0.578,-0.563,0.707
-0.57,-0.555,0.707
-0.57,-0.555,0.711
-0.57,-0.555,0.715
-0.574,-0.555,0.719
-0.57,-0.555,0.723
-0.574,-0.559,0.715
-0.578,-0.563,0.711
-0.574,-0.563,0.711
-0.57,-0.559,0.703
-0.57,-0.555,0.699
-0.574,-0.555,0.699
-0.578,-0.559,0.703
-0.582,-0.559,0.707
-0.582,-0.559,0.711
-0.582,-0.559,0.711
-0.586,-0.559,0.707
-0.586,-0.559,0.707
-0.59,-0.555,0.711
-0.59,-0.555,0.711
-0.578,-0.551,0.707
-0.578,-0.551,0.707
-0.57,-0.547,0.711
-0.57,-0.547,0.711
-0.57,-0.555,0.711
-0.57,-0.555,0.711
-0.574,-0.551,0.711
-0.578,-0.555,0.719
-0.574,-0.555,0.719
-0.57,-0.551,0.719
-0.582,-0.547,0.723
-0.582,-0.551,0.719
-0.578,-0.551,0.715
-0.582,-0.547,0.723
-0.582,-0.547,0.715
-0.578,-0.543,0.715
-0.578,-0.543,0.719
-0.582,-0.547,0.723
-0.578,-0.547,0.727
-0.594,-0.547,0.719
-0.594,-0.547,0.715
-0.598,-0.543,0.711
-0.598,-0.543,0.707
-0.598,-0.543,0.707
-0.598,-0.547,0.707
-0.598,-0.547,0.707
-0.598,-0.551,0.707
-0.598,-0.551,0.707
-0.598,-0.551,0.703
-0.594,-0.555,0.699
-0.59,-0.551,0.695
-0.594,-0.559,0.703
-0.598,-0.559,0.703
-0.594,-0.559,0.707
-0.59,-0.563,0.707
-0.582,-0.566,0.715
-0.578,-0.563,0.723
-0.574,-0.559,0.723
-0.57,-0.555,0.723
-0.57,-0.551,0.723
-0.57,-0.551,0.723
-0.57,-0.551,0.715
-0.566,-0.547,0.723
-0.566,-0.551,0.727
-0.57,-0.551,0.723
-0.574,-0.551,0.723
-0.578,-0.551,0.723
-0.574,-0.551,0.715
-0.57,-0.551,0.723
-0.57,-0.547,0.723
-0.574,-0.547,0.719
-0.574,-0.547,0.727
-0.57,-0.551,0.727
-0.57,-0.551,0.719
-0.57,-0.551,0.723
-0.57,-0.551,0.719
-0.57,-0.551,0.715
-0.574,-0.555,0.715
-0.578,-0.555,0.715
-0.586,-0.551,0.715
-0.59,-0.555,0.711
-0.586,-0.555,0.711
-0.582,-0.551,0.711
-0.582,-0.551,0.711
-0.582,-0.551,0.719
-0.582,-0.551,0.719
-0.582,-0.551,0.719
-0.578,-0.555,0.719
-0.578,-0.551,0.715
-0.582,-0.555,0.711
-0.574,-0.551,0.719
-0.57,-0.551,0.715
-0.57,-0.551,0.723
-0.57,-0.551,0.723
-0.57,-0.551,0.719
-0.574,-0.555,0.715
-0.574,-0.551,0.719
-0.57,-0.555,0.719
-0.57,-0.555,0.715
-0.57,-0.555,0.723
-0.574,-0.551,0.719
-0.578,-0.551,0.715
-0.578,-0.551,0.711
-0.582,-0.551,0.715
-0.582,-0.555,0.711
-0.578,-0.551,0.711
-0.574,-0.555,0.711
-0.574,-0.555,0.711
-0.57,-0.555,0.715
-0.566,-0.551,0.715
-0.566,-0.551,0.719
-0.566,-0.551,0.715
-0.57,-0.551,0.719
-0.57,-0.555,0.723
-0.574,-0.555,0.719
-0.574,-0.555,0.723
-0.574,-0.555,0.723
-0.574,-0.559,0.723
-0.566,-0.559,0.719
-0.566,-0.555,0.719
-0.566,-0.555,0.715
-0.566,-0.555,0.719
-0.566,-0.551,0.719
-0.566,-0.551,0.719
-0.57,-0.555,0.723
-0.57,-0.555,0.719
-0.57,-0.555,0.719
-0.57,-0.551,0.719
-0.57,-0.555,0.719
-0.578,-0.559,0.715
-0.582,-0.559,0.711
-0.582,-0.559,0.707
-0.574,-0.555,0.711
-0.574,-0.555,0.711
-0.57,-0.551,0.711
-0.574,-0.551,0.715
-0.578,-0.555,0.719
-0.578,-0.559,0.715
-0.574,-0.555,0.715
-0.578,-0.551,0.723
-0.574,-0.555,0.723
-0.57,-0.555,0.715
-0.574,-0.555,0.719
-0.57,-0.555,0.715
-0.574,-0.555,0.715
-0.578,-0.551,0.711
-0.578,-0.547,0.711
-0.582,-0.551,0.711
-0.582,-0.551,0.723
-0.578,-0.551,0.723
-0.582,-0.551,0.715
-0.582,-0.551,0.719
-0.578,-0.551,0.715
-0.57,-0.547,0.719
-0.574,-0.547,0.715
-0.578,-0.547,0.715
-0.578,-0.547,0.719
-0.578,-0.551,0.715
-0.582,-0.551,0.711
-0.582,-0.551,0.711
-0.586,-0.551,0.711
-0.582,-0.551,0.715
-0.582,-0.551,0.711
-0.582,-0.551,0.711
-0.578,-0.551,0.711
-0.578,-0.551,0.711
-0.574,-0.551,0.711
-0.574,-0.551,0.715
-0.578,-0.551,0.715
-0.582,-0.551,0.715
-0.582,-0.551,0.715
-0.586,-0.551,0.711
-0.59,-0.547,0.715
-0.594,-0.551,0.715
-0.594,-0.551,0.719
-0.59,-0.551,0.719
